scenario,required_gpu,month_seq,month_id,year,month,workplace_revenue,contact_center_revenue,total_revenue,cogs,sga,depreciation_and_amortization,ebit,profit_tax,net_income,operating_cash_flow,investing_cash_flow,pre_financing_cash_flow,opening_cash_before_funding,closing_cash_before_funding,net_ppe,net_intangible_assets,total_assets_pre_funding,total_liabilities_pre_funding,total_equity_pre_funding
rent_gpu_only,474.029941,29,2029-02,2029,2,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,-87211992.19,-67394973.98,0.0,0.0,-67394973.98,0.0,-67394973.98
rent_gpu_only,474.029941,30,2029-03,2029,3,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,-67394973.98,-47577955.77,0.0,0.0,-47577955.77,0.0,-47577955.77
rent_gpu_only,474.029941,31,2029-04,2029,4,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,-47577955.77,-27760937.56,0.0,0.0,-27760937.56,0.0,-27760937.56
rent_gpu_only,474.029941,32,2029-05,2029,5,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,-27760937.56,-7943919.35,0.0,0.0,-7943919.35,0.0,-7943919.35
rent_gpu_only,474.029941,33,2029-06,2029,6,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,-7943919.35,11873098.86,0.0,0.0,11873098.86,0.0,11873098.86
rent_gpu_only,474.029941,34,2029-07,2029,7,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,11873098.86,31690117.06,0.0,0.0,31690117.06,0.0,31690117.06
rent_gpu_only,474.029941,35,2029-08,2029,8,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,31690117.06,51507135.27,0.0,0.0,51507135.27,0.0,51507135.27
rent_gpu_only,474.029941,36,2029-09,2029,9,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,51507135.27,71324153.48,0.0,0.0,71324153.48,0.0,71324153.48
rent_gpu_only,474.029941,37,2029-10,2029,10,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,71324153.48,91141171.69,0.0,0.0,91141171.69,0.0,91141171.69
rent_gpu_only,474.029941,38,2029-11,2029,11,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,91141171.69,110958189.9,0.0,0.0,110958189.9,0.0,110958189.9
rent_gpu_only,474.029941,39,2029-12,2029,12,99587908.76,16827727.72,116415636.49,81490945.54,8502000.0,0.0,26422690.95,6605672.74,19817018.21,19817018.21,-0.0,19817018.21,110958189.9,130775208.11,0.0,0.0,130775208.11,0.0,130775208.11
rent_gpu_only,533.950803,40,2030-01,2030,1,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,130775208.11,159283101.34,0.0,0.0,159283101.34,0.0,159283101.34
rent_gpu_only,533.950803,41,2030-02,2030,2,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,159283101.34,187790994.56,0.0,0.0,187790994.56,0.0,187790994.56
rent_gpu_only,533.950803,42,2030-03,2030,3,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,187790994.56,216298887.78,0.0,0.0,216298887.78,0.0,216298887.78
rent_gpu_only,533.950803,43,2030-04,2030,4,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,216298887.78,244806781.01,0.0,0.0,244806781.01,0.0,244806781.01
rent_gpu_only,533.950803,44,2030-05,2030,5,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,244806781.01,273314674.23,0.0,0.0,273314674.23,0.0,273314674.23
rent_gpu_only,533.950803,45,2030-06,2030,6,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,273314674.23,301822567.46,0.0,0.0,301822567.46,0.0,301822567.46
rent_gpu_only,533.950803,46,2030-07,2030,7,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,301822567.46,330330460.68,0.0,0.0,330330460.68,0.0,330330460.68
rent_gpu_only,533.950803,47,2030-08,2030,8,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,330330460.68,358838353.91,0.0,0.0,358838353.91,0.0,358838353.91
rent_gpu_only,533.950803,48,2030-09,2030,9,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,358838353.91,387346247.13,0.0,0.0,387346247.13,0.0,387346247.13
rent_gpu_only,533.950803,49,2030-10,2030,10,115505874.4,17387052.17,132892926.57,86380402.27,8502000.0,0.0,38010524.3,9502631.07,28507893.22,28507893.22,-0.0,28507893.22,387346247.13,415854140.36,0.0,0.0,415854140.36,0.0,415854140.36
